Model,Product,Month,Payment_SAR,Principal_SAR,Interest_SAR,Balance_SAR
BYD Song Plus DM-i (FWD),Loan (60m),45,1734.22,1622.82,111.41,25167.98
BYD Song Plus DM-i (FWD),Loan (60m),46,1734.22,1629.57,104.66,23538.41
BYD Song Plus DM-i (FWD),Loan (60m),47,1734.22,1636.34,97.88,21902.07
BYD Song Plus DM-i (FWD),Loan (60m),48,1734.22,1643.15,91.08,20258.92
BYD Song Plus DM-i (FWD),Loan (60m),49,1734.22,1649.98,84.24,18608.95
BYD Song Plus DM-i (FWD),Loan (60m),50,1734.22,1656.84,77.38,16952.11
BYD Song Plus DM-i (FWD),Loan (60m),51,1734.22,1663.73,70.49,15288.37
BYD Song Plus DM-i (FWD),Loan (60m),52,1734.22,1670.65,63.57,13617.73
BYD Song Plus DM-i (FWD),Loan (60m),53,1734.22,1677.6,56.63,11940.13
BYD Song Plus DM-i (FWD),Loan (60m),54,1734.22,1684.57,49.65,10255.56
BYD Song Plus DM-i (FWD),Loan (60m),55,1734.22,1691.58,42.65,8563.98
BYD Song Plus DM-i (FWD),Loan (60m),56,1734.22,1698.61,35.61,6865.37
BYD Song Plus DM-i (FWD),Loan (60m),57,1734.22,1705.67,28.55,5159.7
BYD Song Plus DM-i (FWD),Loan (60m),58,1734.22,1712.77,21.46,3446.93
BYD Song Plus DM-i (FWD),Loan (60m),59,1734.22,1719.89,14.33,1727.04
BYD Song Plus DM-i (FWD),Loan (60m),60,1734.22,1727.04,7.18,0.0
BYD Song Plus DM-i (FWD),Auto Flex (48m),1,1574.5,1192.26,382.23,90727.74
BYD Song Plus DM-i (FWD),Auto Flex (48m),2,1574.5,1197.22,377.28,89530.51
BYD Song Plus DM-i (FWD),Auto Flex (48m),3,1574.5,1202.2,372.3,88328.31
BYD Song Plus DM-i (FWD),Auto Flex (48m),4,1574.5,1207.2,367.3,87121.11
BYD Song Plus DM-i (FWD),Auto Flex (48m),5,1574.5,1212.22,362.28,85908.89
BYD Song Plus DM-i (FWD),Auto Flex (48m),6,1574.5,1217.26,357.24,84691.63
BYD Song Plus DM-i (FWD),Auto Flex (48m),7,1574.5,1222.32,352.18,83469.31
BYD Song Plus DM-i (FWD),Auto Flex (48m),8,1574.5,1227.4,347.09,82241.91
BYD Song Plus DM-i (FWD),Auto Flex (48m),9,1574.5,1232.51,341.99,81009.4
BYD Song Plus DM-i (FWD),Auto Flex (48m),10,1574.5,1237.63,336.86,79771.76
BYD Song Plus DM-i (FWD),Auto Flex (48m),11,1574.5,1242.78,331.72,78528.98
BYD Song Plus DM-i (FWD),Auto Flex (48m),12,1574.5,1247.95,326.55,77281.04
BYD Song Plus DM-i (FWD),Auto Flex (48m),13,1574.5,1253.14,321.36,76027.9
BYD Song Plus DM-i (FWD),Auto Flex (48m),14,1574.5,1258.35,316.15,74769.55
BYD Song Plus DM-i (FWD),Auto Flex (48m),15,1574.5,1263.58,310.92,73505.97
BYD Song Plus DM-i (FWD),Auto Flex (48m),16,1574.5,1268.84,305.66,72237.13
BYD Song Plus DM-i (FWD),Auto Flex (48m),17,1574.5,1274.11,300.39,70963.02
BYD Song Plus DM-i (FWD),Auto Flex (48m),18,1574.5,1279.41,295.09,69683.61
BYD Song Plus DM-i (FWD),Auto Flex (48m),19,1574.5,1284.73,289.77,68398.88
BYD Song Plus DM-i (FWD),Auto Flex (48m),20,1574.5,1290.07,284.43,67108.81
BYD Song Plus DM-i (FWD),Auto Flex (48m),21,1574.5,1295.44,279.06,65813.37
BYD Song Plus DM-i (FWD),Auto Flex (48m),22,1574.5,1300.82,273.67,64512.55
BYD Song Plus DM-i (FWD),Auto Flex (48m),23,1574.5,1306.23,268.26,63206.31
BYD Song Plus DM-i (FWD),Auto Flex (48m),24,1574.5,1311.67,262.83,61894.65
BYD Song Plus DM-i (FWD),Auto Flex (48m),25,1574.5,1317.12,257.38,60577.53
BYD Song Plus DM-i (FWD),Auto Flex (48m),26,1574.5,1322.6,251.9,59254.93
BYD Song Plus DM-i (FWD),Auto Flex (48m),27,1574.5,1328.1,246.4,57926.83
BYD Song Plus DM-i (FWD),Auto Flex (48m),28,1574.5,1333.62,240.88,56593.22
BYD Song Plus DM-i (FWD),Auto Flex (48m),29,1574.5,1339.16,235.33,55254.05
BYD Song Plus DM-i (FWD),Auto Flex (48m),30,1574.5,1344.73,229.76,53909.32
BYD Song Plus DM-i (FWD),Auto Flex (48m),31,1574.5,1350.33,224.17,52558.99
BYD Song Plus DM-i (FWD),Auto Flex (48m),32,1574.5,1355.94,218.56,51203.05
BYD Song Plus DM-i (FWD),Auto Flex (48m),33,1574.5,1361.58,212.92,49841.47
BYD Song Plus DM-i (FWD),Auto Flex (48m),34,1574.5,1367.24,207.26,48474.23
BYD Song Plus DM-i (FWD),Auto Flex (48m),35,1574.5,1372.93,201.57,47101.31
BYD Song Plus DM-i (FWD),Auto Flex (48m),36,1574.5,1378.64,195.86,45722.67
BYD Song Plus DM-i (FWD),Auto Flex (48m),37,1574.5,1384.37,190.13,44338.3
BYD Song Plus DM-i (FWD),Auto Flex (48m),38,1574.5,1390.12,184.37,42948.18
BYD Song Plus DM-i (FWD),Auto Flex (48m),39,1574.5,1395.91,178.59,41552.27
BYD Song Plus DM-i (FWD),Auto Flex (48m),40,1574.5,1401.71,172.79,40150.56
BYD Song Plus DM-i (FWD),Auto Flex (48m),41,1574.5,1407.54,166.96,38743.03
BYD Song Plus DM-i (FWD),Auto Flex (48m),42,1574.5,1413.39,161.11,37329.63
BYD Song Plus DM-i (FWD),Auto Flex (48m),43,1574.5,1419.27,155.23,35910.36
BYD Song Plus DM-i (FWD),Auto Flex (48m),44,1574.5,1425.17,149.33,34485.19
BYD Song Plus DM-i (FWD),Auto Flex (48m),45,1574.5,1431.1,143.4,33054.1
BYD Song Plus DM-i (FWD),Auto Flex (48m),46,1574.5,1437.05,137.45,31617.05
BYD Song Plus DM-i (FWD),Auto Flex (48m),47,1574.5,1443.02,131.47,30174.02
BYD Song Plus DM-i (FWD),Auto Flex (48m),48,30299.5,1449.02,125.47,28725.0
BYD Song Plus DM-i (AWD),Loan (60m),1,2096.46,1634.39,462.07,109485.61
BYD Song Plus DM-i (AWD),Loan (60m),2,2096.46,1641.18,455.28,107844.43
BYD Song Plus DM-i (AWD),Loan (60m),3,2096.46,1648.01,448.45,106196.42
BYD Song Plus DM-i (AWD),Loan (60m),4,2096.46,1654.86,441.6,104541.56
BYD Song Plus DM-i (AWD),Loan (60m),5,2096.46,1661.74,434.72,102879.81
BYD Song Plus DM-i (AWD),Loan (60m),6,2096.46,1668.65,427.81,101211.16
BYD Song Plus DM-i (AWD),Loan (60m),7,2096.46,1675.59,420.87,99535.56
BYD Song Plus DM-i (AWD),Loan (60m),8,2096.46,1682.56,413.9,97853.0
BYD Song Plus DM-i (AWD),Loan (60m),9,2096.46,1689.56,406.91,96163.45
BYD Song Plus DM-i (AWD),Loan (60m),10,2096.46,1696.58,399.88,94466.86
BYD Song Plus DM-i (AWD),Loan (60m),11,2096.46,1703.64,392.82,92763.23
BYD Song Plus DM-i (AWD),Loan (60m),12,2096.46,1710.72,385.74,91052.5
BYD Song Plus DM-i (AWD),Loan (60m),13,2096.46,1717.84,378.63,89334.67
BYD Song Plus DM-i (AWD),Loan (60m),14,2096.46,1724.98,371.48,87609.69
BYD Song Plus DM-i (AWD),Loan (60m),15,2096.46,1732.15,364.31,85877.54
BYD Song Plus DM-i (AWD),Loan (60m),16,2096.46,1739.36,357.11,84138.18
BYD Song Plus DM-i (AWD),Loan (60m),17,2096.46,1746.59,349.87,82391.6
BYD Song Plus DM-i (AWD),Loan (60m),18,2096.46,1753.85,342.61,80637.74
BYD Song Plus DM-i (AWD),Loan (60m),19,2096.46,1761.14,335.32,78876.6
BYD Song Plus DM-i (AWD),Loan (60m),20,2096.46,1768.47,328.0,77108.13
BYD Song Plus DM-i (AWD),Loan (60m),21,2096.46,1775.82,320.64,75332.31
BYD Song Plus DM-i (AWD),Loan (60m),22,2096.46,1783.21,313.26,73549.11
BYD Song Plus DM-i (AWD),Loan (60m),23,2096.46,1790.62,305.84,71758.49
BYD Song Plus DM-i (AWD),Loan (60m),24,2096.46,1798.07,298.4,69960.42
BYD Song Plus DM-i (AWD),Loan (60m),25,2096.46,1805.54,290.92,68154.88
BYD Song Plus DM-i (AWD),Loan (60m),26,2096.46,1813.05,283.41,66341.82
BYD Song Plus DM-i (AWD),Loan (60m),27,2096.46,1820.59,275.87,64521.23
BYD Song Plus DM-i (AWD),Loan (60m),28,2096.46,1828.16,268.3,62693.07
BYD Song Plus DM-i (AWD),Loan (60m),29,2096.46,1835.76,260.7,60857.31
BYD Song Plus DM-i (AWD),Loan (60m),30,2096.46,1843.4,253.06,59013.91
BYD Song Plus DM-i (AWD),Loan (60m),31,2096.46,1851.06,245.4,57162.85
BYD Song Plus DM-i (AWD),Loan (60m),32,2096.46,1858.76,237.7,55304.09
BYD Song Plus DM-i (AWD),Loan (60m),33,2096.46,1866.49,229.97,53437.6
BYD Song Plus DM-i (AWD),Loan (60m),34,2096.46,1874.25,222.21,51563.35
BYD Song Plus DM-i (AWD),Loan (60m),35,2096.46,1882.04,214.42,49681.3
BYD Song Plus DM-i (AWD),Loan (60m),36,2096.46,1889.87,206.59,47791.43
BYD Song Plus DM-i (AWD),Loan (60m),37,2096.46,1897.73,198.73,45893.7
BYD Song Plus DM-i (AWD),Loan (60m),38,2096.46,1905.62,190.84,43988.08
BYD Song Plus DM-i (AWD),Loan (60m),39,2096.46,1913.55,182.92,42074.53
BYD Song Plus DM-i (AWD),Loan (60m),40,2096.46,1921.5,174.96,40153.03
BYD Song Plus DM-i (AWD),Loan (60m),41,2096.46,1929.49,166.97,38223.54
BYD Song Plus DM-i (AWD),Loan (60m),42,2096.46,1937.52,158.95,36286.02
BYD Song Plus DM-i (AWD),Loan (60m),43,2096.46,1945.57,150.89,34340.45
BYD Song Plus DM-i (AWD),Loan (60m),44,2096.46,1953.66,142.8,32386.79
BYD Song Plus DM-i (AWD),Loan (60m),45,2096.46,1961.79,134.68,30425.0
BYD Song Plus DM-i (AWD),Loan (60m),46,2096.46,1969.95,126.52,28455.05
BYD Song Plus DM-i (AWD),Loan (60m),47,2096.46,1978.14,118.33,26476.92
BYD Song Plus DM-i (AWD),Loan (60m),48,2096.46,1986.36,110.1,24490.55
BYD Song Plus DM-i (AWD),Loan (60m),49,2096.46,1994.62,101.84,22495.93
BYD Song Plus DM-i (AWD),Loan (60m),50,2096.46,2002.92,93.55,20493.01
BYD Song Plus DM-i (AWD),Loan (60m),51,2096.46,2011.25,85.22,18481.77
BYD Song Plus DM-i (AWD),Loan (60m),52,2096.46,2019.61,76.85,16462.16
BYD Song Plus DM-i (AWD),Loan (60m),53,2096.46,2028.01,68.46,14434.15
BYD Song Plus DM-i (AWD),Loan (60m),54,2096.46,2036.44,60.02,12397.71
BYD Song Plus DM-i (AWD),Loan (60m),55,2096.46,2044.91,51.55,10352.8
BYD Song Plus DM-i (AWD),Loan (60m),56,2096.46,2053.41,43.05,8299.39
BYD Song Plus DM-i (AWD),Loan (60m),57,2096.46,2061.95,34.51,6237.44
BYD Song Plus DM-i (AWD),Loan (60m),58,2096.46,2070.53,25.94,4166.92
BYD Song Plus DM-i (AWD),Loan (60m),59,2096.46,2079.14,17.33,2087.78
BYD Song Plus DM-i (AWD),Loan (60m),60,2096.46,2087.78,8.68,0.0
BYD Song Plus DM-i (AWD),Auto Flex (48m),1,1903.37,1441.3,462.07,109678.7
BYD Song Plus DM-i (AWD),Auto Flex (48m),2,1903.37,1447.29,456.08,108231.4
BYD Song Plus DM-i (AWD),Auto Flex (48m),3,1903.37,1453.31,450.06,106778.09
BYD Song Plus DM-i (AWD),Auto Flex (48m),4,1903.37,1459.36,444.02,105318.74
BYD Song Plus DM-i (AWD),Auto Flex (48m),5,1903.37,1465.42,437.95,103853.31
BYD Song Plus DM-i (AWD),Auto Flex (48m),6,1903.37,1471.52,431.86,102381.79
BYD Song Plus DM-i (AWD),Auto Flex (48m),7,1903.37,1477.64,425.74,100904.16
BYD Song Plus DM-i (AWD),Auto Flex (48m),8,1903.37,1483.78,419.59,99420.37
BYD Song Plus DM-i (AWD),Auto Flex (48m),9,1903.37,1489.95,413.42,97930.42
BYD Song Plus DM-i (AWD),Auto Flex (48m),10,1903.37,1496.15,407.23,96434.27
BYD Song Plus DM-i (AWD),Auto Flex (48m),11,1903.37,1502.37,401.01,94931.91
BYD Song Plus DM-i (AWD),Auto Flex (48m),12,1903.37,1508.62,394.76,93423.29
BYD Song Plus DM-i (AWD),Auto Flex (48m),13,1903.37,1514.89,388.49,91908.4
BYD Song Plus DM-i (AWD),Auto Flex (48m),14,1903.37,1521.19,382.19,90387.21
BYD Song Plus DM-i (AWD),Auto Flex (48m),15,1903.37,1527.51,375.86,88859.69
BYD Song Plus DM-i (AWD),Auto Flex (48m),16,1903.37,1533.87,369.51,87325.83
BYD Song Plus DM-i (AWD),Auto Flex (48m),17,1903.37,1540.25,363.13,85785.58
BYD Song Plus DM-i (AWD),Auto Flex (48m),18,1903.37,1546.65,356.73,84238.93
BYD Song Plus DM-i (AWD),Auto Flex (48m),19,1903.37,1553.08,350.29,82685.85
BYD Song Plus DM-i (AWD),Auto Flex (48m),20,1903.37,1559.54,343.84,81126.31
BYD Song Plus DM-i (AWD),Auto Flex (48m),21,1903.37,1566.02,337.35,79560.29
BYD Song Plus DM-i (AWD),Auto Flex (48m),22,1903.37,1572.54,330.84,77987.75
BYD Song Plus DM-i (AWD),Auto Flex (48m),23,1903.37,1579.08,324.3,76408.67
BYD Song Plus DM-i (AWD),Auto Flex (48m),24,1903.37,1585.64,317.73,74823.03
BYD Song Plus DM-i (AWD),Auto Flex (48m),25,1903.37,1592.24,311.14,73230.8
BYD Song Plus DM-i (AWD),Auto Flex (48m),26,1903.37,1598.86,304.52,71631.94
BYD Song Plus DM-i (AWD),Auto Flex (48m),27,1903.37,1605.51,297.87,70026.43
BYD Song Plus DM-i (AWD),Auto Flex (48m),28,1903.37,1612.18,291.19,68414.25
BYD Song Plus DM-i (AWD),Auto Flex (48m),29,1903.37,1618.89,284.49,66795.37
BYD Song Plus DM-i (AWD),Auto Flex (48m),30,1903.37,1625.62,277.76,65169.75
BYD Song Plus DM-i (AWD),Auto Flex (48m),31,1903.37,1632.38,271.0,63537.37
BYD Song Plus DM-i (AWD),Auto Flex (48m),32,1903.37,1639.17,264.21,61898.21
BYD Song Plus DM-i (AWD),Auto Flex (48m),33,1903.37,1645.98,257.39,60252.22
BYD Song Plus DM-i (AWD),Auto Flex (48m),34,1903.37,1652.83,250.55,58599.4
BYD Song Plus DM-i (AWD),Auto Flex (48m),35,1903.37,1659.7,243.68,56939.7
BYD Song Plus DM-i (AWD),Auto Flex (48m),36,1903.37,1666.6,236.77,55273.1
BYD Song Plus DM-i (AWD),Auto Flex (48m),37,1903.37,1673.53,229.84,53599.57
BYD Song Plus DM-i (AWD),Auto Flex (48m),38,1903.37,1680.49,222.88,51919.08
BYD Song Plus DM-i (AWD),Auto Flex (48m),39,1903.37,1687.48,215.9,50231.6
BYD Song Plus DM-i (AWD),Auto Flex (48m),40,1903.37,1694.5,208.88,48537.1
BYD Song Plus DM-i (AWD),Auto Flex (48m),41,1903.37,1701.54,201.83,46835.56
BYD Song Plus DM-i (AWD),Auto Flex (48m),42,1903.37,1708.62,194.76,45126.95
BYD Song Plus DM-i (AWD),Auto Flex (48m),43,1903.37,1715.72,187.65,43411.22
BYD Song Plus DM-i (AWD),Auto Flex (48m),44,1903.37,1722.86,180.52,41688.37
BYD Song Plus DM-i (AWD),Auto Flex (48m),45,1903.37,1730.02,173.35,39958.35
BYD Song Plus DM-i (AWD),Auto Flex (48m),46,1903.37,1737.21,166.16,38221.13
BYD Song Plus DM-i (AWD),Auto Flex (48m),47,1903.37,1744.44,158.94,36476.69
BYD Song Plus DM-i (AWD),Auto Flex (48m),48,36628.37,1751.69,151.68,34725.0
BYD Atto 3 (Standard Range),Loan (60m),1,1658.76,1293.16,365.6,86626.84
BYD Atto 3 (Standard Range),Loan (60m),2,1658.76,1298.53,360.22,85328.31
BYD Atto 3 (Standard Range),Loan (60m),3,1658.76,1303.93,354.82,84024.38
BYD Atto 3 (Standard Range),Loan (60m),4,1658.76,1309.35,349.4,82715.02
BYD Atto 3 (Standard Range),Loan (60m),5,1658.76,1314.8,343.96,81400.23
BYD Atto 3 (Standard Range),Loan (60m),6,1658.76,1320.27,338.49,80079.96
BYD Atto 3 (Standard Range),Loan (60m),7,1658.76,1325.76,333.0,78754.2
BYD Atto 3 (Standard Range),Loan (60m),8,1658.76,1331.27,327.49,77422.93
BYD Atto 3 (Standard Range),Loan (60m),9,1658.76,1336.81,321.95,76086.13
BYD Atto 3 (Standard Range),Loan (60m),10,1658.76,1342.36,316.39,74743.76
BYD Atto 3 (Standard Range),Loan (60m),11,1658.76,1347.95,310.81,73395.81
BYD Atto 3 (Standard Range),Loan (60m),12,1658.76,1353.55,305.2,72042.26
BYD Atto 3 (Standard Range),Loan (60m),13,1658.76,1359.18,299.58,70683.08
BYD Atto 3 (Standard Range),Loan (60m),14,1658.76,1364.83,293.92,69318.25
BYD Atto 3 (Standard Range),Loan (60m),15,1658.76,1370.51,288.25,67947.74
BYD Atto 3 (Standard Range),Loan (60m),16,1658.76,1376.21,282.55,66571.54
BYD Atto 3 (Standard Range),Loan (60m),17,1658.76,1381.93,276.83,65189.61
BYD Atto 3 (Standard Range),Loan (60m),18,1658.76,1387.68,271.08,63801.93
BYD Atto 3 (Standard Range),Loan (60m),19,1658.76,1393.45,265.31,62408.48
BYD Atto 3 (Standard Range),Loan (60m),20,1658.76,1399.24,259.52,61009.24
BYD Atto 3 (Standard Range),Loan (60m),21,1658.76,1405.06,253.7,59604.18
BYD Atto 3 (Standard Range),Loan (60m),22,1658.76,1410.9,247.85,58193.28
BYD Atto 3 (Standard Range),Loan (60m),23,1658.76,1416.77,241.99,56776.51
BYD Atto 3 (Standard Range),Loan (60m),24,1658.76,1422.66,236.1,55353.85
BYD Atto 3 (Standard Range),Loan (60m),25,1658.76,1428.58,230.18,53925.28
BYD Atto 3 (Standard Range),Loan (60m),26,1658.76,1434.52,224.24,52490.76
BYD Atto 3 (Standard Range),Loan (60m),27,1658.76,1440.48,218.27,51050.28
BYD Atto 3 (Standard Range),Loan (60m),28,1658.76,1446.47,212.28,49603.8
BYD Atto 3 (Standard Range),Loan (60m),29,1658.76,1452.49,206.27,48151.32
BYD Atto 3 (Standard Range),Loan (60m),30,1658.76,1458.53,200.23,46692.79
BYD Atto 3 (Standard Range),Loan (60m),31,1658.76,1464.59,194.16,45228.2
BYD Atto 3 (Standard Range),Loan (60m),32,1658.76,1470.68,188.07,43757.52
BYD Atto 3 (Standard Range),Loan (60m),33,1658.76,1476.8,181.96,42280.72
BYD Atto 3 (Standard Range),Loan (60m),34,1658.76,1482.94,175.82,40797.78
BYD Atto 3 (Standard Range),Loan (60m),35,1658.76,1489.11,169.65,39308.68
BYD Atto 3 (Standard Range),Loan (60m),36,1658.76,1495.3,163.46,37813.38
BYD Atto 3 (Standard Range),Loan (60m),37,1658.76,1501.52,157.24,36311.86
BYD Atto 3 (Standard Range),Loan (60m),38,1658.76,1507.76,151.0,34804.1
BYD Atto 3 (Standard Range),Loan (60m),39,1658.76,1514.03,144.73,33290.07
BYD Atto 3 (Standard Range),Loan (60m),40,1658.76,1520.32,138.43,31769.75
BYD Atto 3 (Standard Range),Loan (60m),41,1658.76,1526.65,132.11,30243.1
BYD Atto 3 (Standard Range),Loan (60m),42,1658.76,1533.0,125.76,28710.11
BYD Atto 3 (Standard Range),Loan (60m),43,1658.76,1539.37,119.39,27170.74
BYD Atto 3 (Standard Range),Loan (60m),44,1658.76,1545.77,112.98,25624.97
BYD Atto 3 (Standard Range),Loan (60m),45,1658.76,1552.2,106.56,24072.77
BYD Atto 3 (Standard Range),Loan (60m),46,1658.76,1558.65,100.1,22514.11
BYD Atto 3 (Standard Range),Loan (60m),47,1658.76,1565.13,93.62,20948.98
BYD Atto 3 (Standard Range),Loan (60m),48,1658.76,1571.64,87.11,19377.34
BYD Atto 3 (Standard Range),Loan (60m),49,1658.76,1578.18,80.58,17799.16
BYD Atto 3 (Standard Range),Loan (60m),50,1658.76,1584.74,74.01,16214.42
BYD Atto 3 (Standard Range),Loan (60m),51,1658.76,1591.33,67.42,14623.08
BYD Atto 3 (Standard Range),Loan (60m),52,1658.76,1597.95,60.81,13025.14
BYD Atto 3 (Standard Range),Loan (60m),53,1658.76,1604.59,54.16,11420.54
BYD Atto 3 (Standard Range),Loan (60m),54,1658.76,1611.27,47.49,9809.28
BYD Atto 3 (Standard Range),Loan (60m),55,1658.76,1617.97,40.79,8191.31
BYD Atto 3 (Standard Range),Loan (60m),56,1658.76,1624.69,34.06,6566.62
BYD Atto 3 (Standard Range),Loan (60m),57,1658.76,1631.45,27.31,4935.17
BYD Atto 3 (Standard Range),Loan (60m),58,1658.76,1638.23,20.52,3296.93
BYD Atto 3 (Standard Range),Loan (60m),59,1658.76,1645.05,13.71,1651.89
BYD Atto 3 (Standard Range),Loan (60m),60,1658.76,1651.89,6.87,0.0
BYD Atto 3 (Standard Range),Auto Flex (48m),1,1505.98,1140.38,365.6,86779.62
BYD Atto 3 (Standard Range),Auto Flex (48m),2,1505.98,1145.12,360.86,85634.5
BYD Atto 3 (Standard Range),Auto Flex (48m),3,1505.98,1149.89,356.1,84484.61
BYD Atto 3 (Standard Range),Auto Flex (48m),4,1505.98,1154.67,351.32,83329.94
BYD Atto 3 (Standard Range),Auto Flex (48m),5,1505.98,1159.47,346.51,82170.47
BYD Atto 3 (Standard Range),Auto Flex (48m),6,1505.98,1164.29,341.69,81006.18
BYD Atto 3 (Standard Range),Auto Flex (48m),7,1505.98,1169.13,336.85,79837.05
BYD Atto 3 (Standard Range),Auto Flex (48m),8,1505.98,1173.99,331.99,78663.06
BYD Atto 3 (Standard Range),Auto Flex (48m),9,1505.98,1178.87,327.11,77484.19
BYD Atto 3 (Standard Range),Auto Flex (48m),10,1505.98,1183.78,322.21,76300.41
BYD Atto 3 (Standard Range),Auto Flex (48m),11,1505.98,1188.7,317.28,75111.71
BYD Atto 3 (Standard Range),Auto Flex (48m),12,1505.98,1193.64,312.34,73918.07
BYD Atto 3 (Standard Range),Auto Flex (48m),13,1505.98,1198.61,307.38,72719.46
BYD Atto 3 (Standard Range),Auto Flex (48m),14,1505.98,1203.59,302.39,71515.87
BYD Atto 3 (Standard Range),Auto Flex (48m),15,1505.98,1208.6,297.39,70307.27
BYD Atto 3 (Standard Range),Auto Flex (48m),16,1505.98,1213.62,292.36,69093.65
BYD Atto 3 (Standard Range),Auto Flex (48m),17,1505.98,1218.67,287.31,67874.99
BYD Atto 3 (Standard Range),Auto Flex (48m),18,1505.98,1223.74,282.25,66651.25
BYD Atto 3 (Standard Range),Auto Flex (48m),19,1505.98,1228.82,277.16,65422.43
BYD Atto 3 (Standard Range),Auto Flex (48m),20,1505.98,1233.93,272.05,64188.49
BYD Atto 3 (Standard Range),Auto Flex (48m),21,1505.98,1239.06,266.92,62949.43
BYD Atto 3 (Standard Range),Auto Flex (48m),22,1505.98,1244.22,261.76,61705.21
BYD Atto 3 (Standard Range),Auto Flex (48m),23,1505.98,1249.39,256.59,60455.82
BYD Atto 3 (Standard Range),Auto Flex (48m),24,1505.98,1254.59,251.4,59201.23
BYD Atto 3 (Standard Range),Auto Flex (48m),25,1505.98,1259.8,246.18,57941.43
BYD Atto 3 (Standard Range),Auto Flex (48m),26,1505.98,1265.04,240.94,56676.39
BYD Atto 3 (Standard Range),Auto Flex (48m),27,1505.98,1270.3,235.68,55406.08
BYD Atto 3 (Standard Range),Auto Flex (48m),28,1505.98,1275.59,230.4,54130.5
BYD Atto 3 (Standard Range),Auto Flex (48m),29,1505.98,1280.89,225.09,52849.61
BYD Atto 3 (Standard Range),Auto Flex (48m),30,1505.98,1286.22,219.77,51563.39
BYD Atto 3 (Standard Range),Auto Flex (48m),31,1505.98,1291.56,214.42,50271.83
BYD Atto 3 (Standard Range),Auto Flex (48m),32,1505.98,1296.94,209.05,48974.89
BYD Atto 3 (Standard Range),Auto Flex (48m),33,1505.98,1302.33,203.65,47672.57
BYD Atto 3 (Standard Range),Auto Flex (48m),34,1505.98,1307.74,198.24,46364.82
BYD Atto 3 (Standard Range),Auto Flex (48m),35,1505.98,1313.18,192.8,45051.64
BYD Atto 3 (Standard Range),Auto Flex (48m),36,1505.98,1318.64,187.34,43733.0
BYD Atto 3 (Standard Range),Auto Flex (48m),37,1505.98,1324.13,181.86,42408.87
BYD Atto 3 (Standard Range),Auto Flex (48m),38,1505.98,1329.63,176.35,41079.24
BYD Atto 3 (Standard Range),Auto Flex (48m),39,1505.98,1335.16,170.82,39744.08
BYD Atto 3 (Standard Range),Auto Flex (48m),40,1505.98,1340.71,165.27,38403.37
BYD Atto 3 (Standard Range),Auto Flex (48m),41,1505.98,1346.29,159.69,37057.08
BYD Atto 3 (Standard Range),Auto Flex (48m),42,1505.98,1351.89,154.1,35705.19
BYD Atto 3 (Standard Range),Auto Flex (48m),43,1505.98,1357.51,148.47,34347.69
BYD Atto 3 (Standard Range),Auto Flex (48m),44,1505.98,1363.15,142.83,32984.53
BYD Atto 3 (Standard Range),Auto Flex (48m),45,1505.98,1368.82,137.16,31615.71
BYD Atto 3 (Standard Range),Auto Flex (48m),46,1505.98,1374.51,131.47,30241.2
BYD Atto 3 (Standard Range),Auto Flex (48m),47,1505.98,1380.23,125.75,28860.97
BYD Atto 3 (Standard Range),Auto Flex (48m),48,28980.98,1385.97,120.01,27475.0
BYD Atto 3 (Long Range),Loan (60m),1,1885.16,1469.66,415.5,98450.34
BYD Atto 3 (Long Range),Loan (60m),2,1885.16,1475.77,409.39,96974.58
BYD Atto 3 (Long Range),Loan (60m),3,1885.16,1481.9,403.25,95492.67
BYD Atto 3 (Long Range),Loan (60m),4,1885.16,1488.07,397.09,94004.61
BYD Atto 3 (Long Range),Loan (60m),5,1885.16,1494.25,390.9,92510.36
BYD Atto 3 (Long Range),Loan (60m),6,1885.16,1500.47,384.69,91009.89
BYD Atto 3 (Long Range),Loan (60m),7,1885.16,1506.71,378.45,89503.18
BYD Atto 3 (Long Range),Loan (60m),8,1885.16,1512.97,372.18,87990.21
BYD Atto 3 (Long Range),Loan (60m),9,1885.16,1519.26,365.89,86470.95
BYD Atto 3 (Long Range),Loan (60m),10,1885.16,1525.58,359.58,84945.37
BYD Atto 3 (Long Range),Loan (60m),11,1885.16,1531.92,353.23,83413.44
BYD Atto 3 (Long Range),Loan (60m),12,1885.16,1538.3,346.86,81875.15
BYD Atto 3 (Long Range),Loan (60m),13,1885.16,1544.69,340.46,80330.45
BYD Atto 3 (Long Range),Loan (60m),14,1885.16,1551.12,334.04,78779.34
BYD Atto 3 (Long Range),Loan (60m),15,1885.16,1557.57,327.59,77221.77
BYD Atto 3 (Long Range),Loan (60m),16,1885.16,1564.04,321.11,75657.73
BYD Atto 3 (Long Range),Loan (60m),17,1885.16,1570.55,314.61,74087.19
BYD Atto 3 (Long Range),Loan (60m),18,1885.16,1577.08,308.08,72510.11
BYD Atto 3 (Long Range),Loan (60m),19,1885.16,1583.63,301.52,70926.48
BYD Atto 3 (Long Range),Loan (60m),20,1885.16,1590.22,294.94,69336.26
BYD Atto 3 (Long Range),Loan (60m),21,1885.16,1596.83,288.32,67739.42
BYD Atto 3 (Long Range),Loan (60m),22,1885.16,1603.47,281.68,66135.95
BYD Atto 3 (Long Range),Loan (60m),23,1885.16,1610.14,275.02,64525.81
BYD Atto 3 (Long Range),Loan (60m),24,1885.16,1616.84,268.32,62908.97
